"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_LEGENDA"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16616";"CURRAIS NOVOS";"16616";"CURRAIS NOVOS";"20";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000115599";"PARTIDO ISOLADO";"PT";"N";"2935";"378"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18619";"SENADOR GEORGINO AVELINO";"18619";"SENADOR GEORGINO AVELINO";"67";"13";"Vereador";"Partido isolado";"14";"PTB";"Partido Trabalhista Brasileiro";"200000152742";"PARTIDO ISOLADO";"PTB";"N";"9";"3"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16713";"EXTREMOZ";"16713";"EXTREMOZ";"64";"13";"Vereador";"Partido isolado";"15";"MDB";"Movimento Democrático Brasileiro";"200000135886";"PARTIDO ISOLADO";"MDB";"N";"1525";"23"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18996";"VILA FLOR";"18996";"VILA FLOR";"11";"13";"Vereador";"Partido isolado";"18";"REDE";"Rede Sustentabilidade";"200000129290";"PARTIDO ISOLADO";"REDE";"N";"63";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17590";"MOSSORÓ";"17590";"MOSSORÓ";"33";"13";"Vereador";"Partido isolado";"22";"PL";"Partido Liberal";"200000099138";"PARTIDO ISOLADO";"PL";"N";"927";"64"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16276";"BAÍA FORMOSA";"16276";"BAÍA FORMOSA";"11";"13";"Vereador";"Partido isolado";"22";"PL";"Partido Liberal";"200000150710";"PARTIDO ISOLADO";"PL";"N";"332";"13"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17191";"JUCURUTU";"17191";"JUCURUTU";"27";"13";"Vereador";"Partido isolado";"25";"DEM";"Democratas";"200000060235";"PARTIDO ISOLADO";"DEM";"N";"2663";"50"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16314";"BENTO FERNANDES";"16314";"BENTO FERNANDES";"62";"13";"Vereador";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"200000138679";"PARTIDO ISOLADO";"PSB";"N";"503";"38"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17477";"MARTINS";"17477";"MARTINS";"38";"13";"Vereador";"Partido isolado";"55";"PSD";"Partido Social Democrático";"200000116993";"PARTIDO ISOLADO";"PSD";"N";"675";"20"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16144";"FERNANDO PEDROZA";"16144";"FERNANDO PEDROZA";"18";"13";"Vereador";"Partido isolado";"45";"PSDB";"Partido da Social Democracia Brasileira";"200000114486";"PARTIDO ISOLADO";"PSDB";"N";"845";"19"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17817";"PASSA E FICA";"17817";"PASSA E FICA";"12";"13";"Vereador";"Partido isolado";"45";"PSDB";"Partido da Social Democracia Brasileira";"200000132928";"PARTIDO ISOLADO";"PSDB";"N";"2508";"196"
