Data,TempMaxima,Insolacao,Evaporacao Piche,Umidade Relativa Media,Precipitacao,TempMinima
09/09/2016,31,3.54444,5,57.5,0,17
10/09/2016,35,3.54444,6,53,0,14.4
11/09/2016,36.2,3.54444,3,44,0,14
12/09/2016,36,3.54444,11.2,44,9.2,13.4
13/09/2016,36.4,3.54444,4.2,38.5,0,8.2
14/09/2016,31.2,3.54444,11.5,68.75,0,8.8
15/09/2016,30.8,3.54444,3.5,44,0,9.6
16/09/2016,34,3.54444,2.5,51.5,0,12.2
17/09/2016,37.2,3.54444,7.5,48.5,0,12.2
18/09/2016,37.2,3.54444,5,52.5,0,18.8
19/09/2016,36.8,3.54444,3,79.5,0,18
20/09/2016,29.4,3.54444,5.2,70.75,0,16.8
21/09/2016,29.4,3.54444,3,50,0,10.8
22/09/2016,32.8,3.54444,6.8,51.5,0,10.8
23/09/2016,35.2,3.54444,2,49,0,20
24/09/2016,34.6,3.54444,6,46,0,19.4
25/09/2016,32.2,3.54444,4.5,58.5,0,15.4
26/09/2016,31.8,3.54444,6,46.25,2.4,13.6
27/09/2016,32,3.54444,9.2,40,0,7.8
28/09/2016,35.4,3.54444,7.8,41,0,8
29/09/2016,36.2,3.54444,10.5,32,0,10.2
30/09/2016,36,3.54444,5.7,40,0,13
01/10/2016,34.4,3.54444,4.63943,49.75,0,11.6
02/10/2016,36.4,3.54444,6,56,0,10.4
03/10/2016,35.4,3.54444,8,69.75,0,14.6
04/10/2016,31.8,3.54444,6,70.6886,0,9.6
05/10/2016,28.8,3.54444,1.5,79.5,0,12
06/10/2016,26.8,3.54444,4,81,0,11.2
07/10/2016,28.8,3.54444,5,63.5,0,11
08/10/2016,32.4,3.54444,6,57.75,0,11.8
09/10/2016,35.8,3.54444,7.5,51,0,13.2
10/10/2016,31.9138,3.54444,7.5,53.5,20.8,16
11/10/2016,36.4,3.54444,8,73.25,0,13.4
12/10/2016,34.4,3.54444,7,64.25,0,13
13/10/2016,31.2,3.54444,3,73.25,0,13.8
14/10/2016,27,3.54444,9,90,0,10.4
15/10/2016,33,3.54444,2,70,0,14
16/10/2016,36.4,3.54444,1,52.25,0,13.6
17/10/2016,38.6,3.54444,11.5,59.5,0,14.6
18/10/2016,36.8,3.54444,10.5,57.5,12,17.2
19/10/2016,38.8,3.54444,6,58,0,18
20/10/2016,34.6,3.54444,8.5,79.5,12,16.4
21/10/2016,32.6,3.54444,3,71.5,30.9,16
22/10/2016,32.8,3.54444,3.5,67,0,19.8
23/10/2016,34.8,3.54444,5,68.5,0,20.2
24/10/2016,36.2,3.54444,5,64.75,0,21.4
25/10/2016,32.4,3.54444,6,75,0,22
26/10/2016,37,3.54444,4.63943,73.25,0,18.2
27/10/2016,28.4,3.54444,4.5,72.25,9.4,17.2
28/10/2016,28.8,3.54444,4,52.25,0,17.2
29/10/2016,31,3.54444,4.5,57.75,0,18.4
30/10/2016,35.4,3.54444,2,60.25,1.2,19.8
31/10/2016,34.4,3.54444,4,77.5,0,17.6
01/11/2016,30.8,3.54444,1,70.6886,0,17.2
02/11/2016,34,3.54444,3,70.6886,7,16
03/11/2016,25.4,3.54444,3,70.6886,0,10.2
04/11/2016,30.8,3.54444,1.8,70.6886,0,17
05/11/2016,33.4,3.54444,3.2,70.6886,0,11.4
07/11/2016,35,3.54444,16,70.6886,0,16.8
08/11/2016,35.2,3.54444,7,70.6886,33,17.6
09/11/2016,35,3.54444,6,70.6886,0,17.2
10/11/2016,36.6,3.54444,6.5,70.6886,9.2,15.2
11/11/2016,36.2,3.54444,5.4,70.6886,0,15.6
12/11/2016,27.4,3.54444,2.6,83.5,0,16
14/11/2016,23.4,3.54444,12,70.6886,0,16.1138
15/11/2016,31.4,3.54444,5,70.6886,0,16.8
16/11/2016,34.2,3.54444,3,70.6886,0,16
17/11/2016,31,3.54444,3,70.6886,0,19.2
18/11/2016,32.2,3.54444,3,70.6886,2.5,17.4
19/11/2016,28.6,3.54444,5.2,70.6886,0,18.8
21/11/2016,33,3.54444,4.63943,78.75,0,17
22/11/2016,33.8,3.54444,7,80.5,7.9,16.1138
23/11/2016,31.2,3.54444,6,78.75,34,15.4
24/11/2016,34.2,3.54444,3.8,60.75,0,14.8
25/11/2016,35.4,3.54444,5.2,60,0,17.4
26/11/2016,32.4,3.54444,5,69,0,17.8
27/11/2016,35,3.54444,5.6,63,17.1,17.2
28/11/2016,33,3.54444,5.4,72.25,0,10.8
29/11/2016,35.2,3.54444,3,67.75,0,16.1138
30/11/2016,33.2,3.54444,4,64,0,19
01/12/2016,30.6,3.54444,8.2,81.5,0,16.2
02/12/2016,31.6,3.54444,3.3,76.5,13,16.2
03/12/2016,32.6,3.54444,3.5,81,0,18.2
04/12/2016,31.6,3.54444,2,85.75,0,19.4
05/12/2016,34.4,3.54444,2,76.5,0,19.2
06/12/2016,33.6,3.54444,7,75.75,0,19.6
07/12/2016,34.4,3.54444,4,64.75,1.2,18.8
08/12/2016,33.8,3.54444,6,80.5,0,18
09/12/2016,33.2,3.54444,3.4,85,0,16.8
10/12/2016,29.8,3.54444,3.1,93.5,0,14.8
11/12/2016,32.4,3.54444,1,82.5,7,18.6
12/12/2016,32.6,3.54444,2.5,79.75,0,17.4
13/12/2016,32.6,3.54444,3,81.25,19,17
14/12/2016,28.8,3.54444,3,88.5,22,18.2
15/12/2016,30.8,3.54444,1.2,77,0,19
16/12/2016,30,3.54444,3.2,78.75,0,18
17/12/2016,31.2,3.54444,3.8,62,0,17.4
18/12/2016,33.2,3.54444,3,59.75,19,17.4
19/12/2016,31,3.54444,6,79.75,9,17.6
20/12/2016,30.8,3.54444,3,72.5,15.4,17.8
21/12/2016,31,3.54444,3,76.75,9,18.4
22/12/2016,32.2,3.54444,2,71.25,0,19.2
23/12/2016,35,3.54444,2.4,61.5,14,16.6
24/12/2016,33,3.54444,8,65.75,0,16.8
25/12/2016,36.4,3.54444,3,55.5,2.4,14.8
26/12/2016,35.8,3.54444,7,70.6886,0,16.4
27/12/2016,34,3.54444,4,70.6886,0,17.6
28/12/2016,33.6,3.54444,5.2,70.6886,3,17
29/12/2016,31.8,3.54444,2.3,70.6886,0,16.4
30/12/2016,32.6,3.54444,6.5,70.6886,41,14.8
31/12/2016,33,3.54444,1,70.6886,9,15.6
02/01/2017,30.4,3.54444,4.63943,70.6886,0,18.2
03/01/2017,35.8,3.54444,2.5,70.6886,0,17
04/01/2017,31.8,3.54444,6,70.6886,0,20.4
05/01/2017,33.8,3.54444,6,70.6886,0,17.8
06/01/2017,36.2,3.54444,6,70.6886,9.4,19.4
07/01/2017,35.2,3.54444,4.2,70.6886,0,17
09/01/2017,32.2,3.54444,14,70.6886,49,17
10/01/2017,32.2,3.54444,5.5,70.6886,0,18.6
11/01/2017,31.4,3.54444,1.9,70.6886,0,17.2
12/01/2017,31.8,3.54444,1.6,70.6886,15.4,16.2
13/01/2017,30.4,3.54444,1.5,70.6886,0,18.4
14/01/2017,30.4,3.54444,4.5,70.6886,0,18.6
16/01/2017,27.6,3.54444,4.63943,70.6886,1,17.4
17/01/2017,29.4,3.54444,1.4,70.6886,0,19
18/01/2017,28.8,3.54444,1,70.6886,1.5,18.2
19/01/2017,24.6,3.54444,1.1,70.6886,7.5,18.6
20/01/2017,25.8,3.54444,1,70.6886,0,16.8
21/01/2017,25.8,3.54444,0.9,70.6886,46,16.8
23/01/2017,31.2,3.54444,6,70.6886,37,17.6
24/01/2017,33.2,3.54444,1,70.6886,0,17.2
25/01/2017,31.8,3.54444,1.6,70.6886,5.4,17
26/01/2017,30,3.54444,0.4,82.75,9,17.6
27/01/2017,31,3.54444,1.4,75.75,13.5,17.6
28/01/2017,34,3.54444,0.4,78.5,33,17.4
29/01/2017,33.4,3.54444,0.6,71,18.2,16.8
30/01/2017,33.2,3.54444,4,74.75,10.4,15.8
31/01/2017,33,3.54444,4.5,65.5,0,15.8
01/02/2017,32.4,3.54444,6,72,0.4,16.1138
02/02/2017,31.6,3.54444,3,83.25,0,16.6
03/02/2017,32.2,3.54444,3,77.5,0,17.6
04/02/2017,34,3.54444,3,67.25,39,16
05/02/2017,35.4,3.54444,2,63.5,26,17.4
06/02/2017,32.8,3.54444,5.2,86,7.4,16.6
07/02/2017,35.6,3.54444,1.8,65.75,0,17.2
08/02/2017,35,3.54444,3.2,66.25,47,15.8
09/02/2017,34.2,3.54444,3.8,62.5,0,20
10/02/2017,35.4,3.54444,1,56.5,8,17.2
11/02/2017,34.4,3.54444,6,59.5,1,16.8
12/02/2017,33.2,3.54444,4.5,76.5,33,16.8
13/02/2017,30.4,3.54444,2.9,80,0,18.2
14/02/2017,33.8,3.54444,4.5,59.75,0,17.8
15/02/2017,35,3.54444,7.5,54.5,0,19.6
16/02/2017,35,3.54444,1,66.5,0,18.8
17/02/2017,33.8,3.54444,7,70.25,6.4,18.4
18/02/2017,34,3.54444,10,70,0,17.4
19/02/2017,35.2,3.54444,3,66.25,0,17.8
20/02/2017,36,3.54444,2,56.5,0,18.2
21/02/2017,34.8,3.54444,1,56.25,0,19.2
22/02/2017,35.4,3.54444,4,56.25,0,19
23/02/2017,34,3.54444,8,55.5,4.2,18.6
24/02/2017,31.6,3.54444,7,73.5,3,18.8
25/02/2017,35.2,3.54444,3.5,79,0,19
26/02/2017,30.8,3.54444,3,85.5,0,19.6
27/02/2017,31.2,3.54444,2.1,79.5,0,17
28/02/2017,32.4,3.54444,4,69.75,11,16.4
01/03/2017,29.6,3.54444,5.5,82,0,18.6
02/03/2017,33.2,3.54444,3,63.25,0,17.8
03/03/2017,32.6,3.54444,6,80,0,18.6
04/03/2017,32.4,3.54444,4,86,0,20.2
05/03/2017,31.8,3.54444,3,84.75,0,19.6
06/03/2017,31.2,3.54444,2.4,82.25,2.5,16.6
07/03/2017,33.6,3.54444,1.8,75.25,19,16.2
08/03/2017,35.6,3.54444,3.8,63.25,1,16.4
09/03/2017,35.2,3.54444,5,63.75,0.8,17
10/03/2017,35.2,3.54444,4,73.5,1,17
11/03/2017,33.8,3.54444,4.2,73,0,17.6
12/03/2017,35,3.54444,4.4,64,2.5,19.2
13/03/2017,32.6,3.54444,6.4,76.5,0,19.6
14/03/2017,35.6,3.54444,4.5,66.25,37,16.2
15/03/2017,34,3.54444,5.7,71.25,0,17.6
16/03/2017,33.8,3.54444,4.8,66,9,17.2
17/03/2017,33.2,3.54444,5,69.25,0,18.2
18/03/2017,28.6,3.54444,5,81.25,0,19.5
19/03/2017,28.6,3.54444,5,81.25,0,19
20/03/2017,33.8,3.54444,5,69.75,0,20
21/03/2017,32,3.54444,5,67.25,1.5,17.2
22/03/2017,33.4,3.54444,3,69.5,0,18.4
23/03/2017,33.2,3.54444,3,77.75,0,18.2
24/03/2017,34.6,3.54444,2,59,0,17
25/03/2017,35.4,3.54444,2.8,72.5,0,18.6
26/03/2017,32.2,3.54444,0.4,68.5,0,16.6
27/03/2017,29.6,3.54444,3.8,82.5,0,18.6
28/03/2017,30.8,3.54444,2.4,71,0,17
29/03/2017,30.6,3.54444,4,69.5,0,17
30/03/2017,30.6,3.54444,4,72.25,0,15.2
31/03/2017,32.4,3.54444,13,62.25,0,13.6
01/04/2017,30.2,3.54444,3.8,61.75,0,14.2
02/04/2017,31.6,3.54444,1.2,58.5,0,17
03/04/2017,32.2,3.54444,2,70.6886,1,17.4
04/04/2017,32.8,3.54444,2,70.6886,0,18.8
05/04/2017,32.2,3.54444,6,70.6886,0,17.4
06/04/2017,31.4,3.54444,5,70.6886,45,18.2
07/04/2017,31.2,3.54444,5,70.6886,0,14.6
08/04/2017,31.6,3.54444,0.2,70.6886,0,14.2
10/04/2017,32.6,3.54444,4.63943,70.6886,0,12.6
11/04/2017,34.2,3.54444,4.2,70.6886,0,12.4
12/04/2017,32.2,3.54444,3.8,70.6886,0,10.6
13/04/2017,31.4,3.54444,6,70.6886,0,10.2
14/04/2017,32.6,3.54444,1,70.6886,0,10.8
15/04/2017,32.2,3.54444,0,70.6886,0,17.6
17/04/2017,28.2,3.54444,8,70.6886,0,20.8
18/04/2017,30.8,3.54444,4,70.6886,5.4,17.2
19/04/2017,32.2,3.54444,2,70.6886,2,18.6
20/04/2017,31,3.54444,4,70.6886,0,18.2
21/04/2017,26,3.54444,4,70.6886,0,17.2
22/04/2017,27.2,3.54444,2,70.6886,0,18.4
24/04/2017,30.6,3.54444,9,70,0,17.4
25/04/2017,32.4,3.54444,4,69.75,15,14
26/04/2017,29.2,3.54444,5,92.5,0,14.2
27/04/2017,24.8,3.54444,2,90,0,16.2
28/04/2017,25,3.54444,1,89,0,16.1138
29/04/2017,28.6,3.54444,1.2,80.5,0,14.6
30/04/2017,30.2,3.54444,2.2,81.5,0,13
01/05/2017,29.6,3.54444,3.6,71.75,0,17.2
02/05/2017,30.8,3.54444,4.6,68.25,20,16
03/05/2017,31.2,3.54444,4.2,69.75,14,12.8
04/05/2017,31,3.54444,6.2,66.75,0,16.1138
05/05/2017,28.4,3.54444,5,87,0,14.8
06/05/2017,28.4,3.54444,1.8,75.75,0,18.6
07/05/2017,29.6,3.54444,2,72.75,25.8,14.2
08/05/2017,30.6,3.54444,3,66.5,0,10.6
09/05/2017,31.2,3.54444,4.2,57,0,10.4
10/05/2017,31,3.54444,4.8,60.75,0,12.2
11/05/2017,30.4,3.54444,4,70,0,14.4
12/05/2017,32.2,3.54444,8,70.75,0,15.4
13/05/2017,32.2,3.54444,4.4,62.5,0,16.2
14/05/2017,31.2,3.54444,4.2,77.25,0,16.2
15/05/2017,30,3.54444,1.8,79,0.6,13.8
16/05/2017,30,3.54444,3.5,74,7,12.8
17/05/2017,29.6,3.54444,1.5,76.5,0,11.2
18/05/2017,30.8,3.54444,2.4,77,0,11.2
19/05/2017,29.2,3.54444,3.6,88,0,13
